,grenoble_m3-2,grenoble_m3-11,grenoble_m3-13,grenoble_m3-14,grenoble_m3-15,grenoble_m3-16,grenoble_m3-18,grenoble_m3-20,grenoble_m3-21,grenoble_m3-22,grenoble_m3-24,grenoble_m3-25,grenoble_m3-26,grenoble_m3-27,grenoble_m3-28,grenoble_m3-30,grenoble_m3-31,grenoble_m3-32,grenoble_m3-177,grenoble_m3-178,grenoble_m3-179,grenoble_m3-181,grenoble_m3-182,grenoble_m3-183,grenoble_m3-184,grenoble_m3-185,grenoble_m3-188,grenoble_m3-189,grenoble_m3-191,grenoble_m3-192,grenoble_m3-193,grenoble_m3-195,grenoble_m3-196,grenoble_m3-197,grenoble_m3-198,grenoble_m3-199,grenoble_m3-200,grenoble_m3-201,grenoble_m3-202,grenoble_m3-203,grenoble_m3-204,grenoble_m3-205,grenoble_m3-207,grenoble_m3-208,grenoble_m3-209,grenoble_m3-210,grenoble_m3-211,grenoble_m3-212,grenoble_m3-214,grenoble_m3-215,grenoble_m3-216,grenoble_m3-218,grenoble_m3-219,grenoble_m3-220,grenoble_m3-221,grenoble_m3-222,grenoble_m3-223,grenoble_m3-224,grenoble_m3-225,grenoble_m3-226,grenoble_m3-227,grenoble_m3-228,grenoble_m3-229,grenoble_m3-230,grenoble_m3-231,grenoble_m3-232,grenoble_m3-233,grenoble_m3-234,grenoble_m3-235,grenoble_m3-236,grenoble_m3-237,grenoble_m3-238,grenoble_m3-239,grenoble_m3-240,grenoble_m3-241,grenoble_m3-244,grenoble_m3-245,grenoble_m3-246,grenoble_m3-247,grenoble_m3-248,grenoble_m3-249,grenoble_m3-250,grenoble_m3-252,grenoble_m3-254,grenoble_m3-255,grenoble_m3-256,grenoble_m3-257,grenoble_m3-259,grenoble_m3-260,grenoble_m3-261,grenoble_m3-264,grenoble_m3-265,grenoble_m3-267,grenoble_m3-269,grenoble_m3-270,grenoble_m3-271,grenoble_m3-272,grenoble_m3-273,grenoble_m3-274,grenoble_m3-275,grenoble_m3-276,grenoble_m3-277,grenoble_m3-278,grenoble_m3-279,grenoble_m3-280,grenoble_m3-282,grenoble_m3-283,grenoble_m3-284,grenoble_m3-285,grenoble_m3-286,grenoble_m3-288,grenoble_m3-289,grenoble_m3-290,grenoble_m3-293,grenoble_m3-297,grenoble_m3-298,grenoble_m3-299,grenoble_m3-303,grenoble_m3-307,grenoble_m3-309,grenoble_m3-310,grenoble_m3-311,grenoble_m3-312,grenoble_m3-313,grenoble_m3-314,grenoble_m3-317,grenoble_m3-318,grenoble_m3-321,grenoble_m3-322,grenoble_m3-324,grenoble_m3-325
grenoble_m3-195,7.08,10.12,11.92,4.949999999999999,5.37,8.27,6.709999999999999,7.390000000000001,7.98,20.790000000000003,6.199999999999999,5.609999999999999,9.87,6.92,6.48,5.359999999999999,5.0600000000000005,4.92,7.709999999999999,4.98,26.49,6.789999999999999,9.588,7.607,35.089999999999996,16.893,9.707,12.549,7.287,12.213,6.961,0.0,23.355,8.561,10.027,10.159,11.547,6.645,6.012,7.73,51.11,13.305,7.926,7.28,11.87,10.981,19.59,26.99,8.88,18.69,12.13,8.246,4.4,6.23,13.39,10.27,15.69,4.74,18.59,7.050000000000001,13.69,4.84,12.13,4.47,19.39,5.47,15.69,6.93,9.25,4.32,19.290000000000003,7.869999999999999,16.89,5.26,13.29,13.99,5.68,9.6,7.109999999999999,18.59,10.57,7.619999999999999,5.52,15.89,41.39,5.109999999999999,30.59,9.28,14.49,7.15,47.29,21.790000000000003,7.199999999999999,10.67,25.790000000000003,5.73,5.52,5.73,5.62,8.36,5.9,5.1,6.75,6.34,24.290000000000003,14.49,7.199999999999999,5.79,230.19,53.989999999999995,18.290000000000003,6.49,129.19,2.669,2.598,2.655,2.7569999999999997,2.641,2.642,2.71,2.635,2.7,2.605,2.737,2.7809999999999997,2.709,2.648,2.653,2.717,2.717,2.631
grenoble_m3-196,27.79,30.83,32.629999999999995,25.659999999999997,26.08,28.979999999999997,27.42,28.1,28.69,41.5,26.909999999999997,26.32,30.58,27.63,27.19,26.07,25.77,25.63,28.42,25.69,16.998,8.24,8.246,67.45,11.266,32.64,9.575,6.327,7.289,7.281,8.24,23.355,0.0,7.607,6.975,9.521,18.745,7.605,7.6,26.946,8.56,6.011,11.475,8.245,32.58,7.6,40.3,7.925,8.56,39.4,32.839999999999996,39.433,25.11,26.94,34.099999999999994,30.979999999999997,36.4,7.28,39.3,27.76,34.4,25.549999999999997,32.839999999999996,25.18,40.099999999999994,14.682,36.4,27.64,29.959999999999997,25.03,40.0,28.58,37.599999999999994,25.97,34.0,34.7,26.39,30.31,27.82,39.3,31.28,28.33,26.229999999999997,36.599999999999994,62.1,25.82,51.3,29.99,35.2,27.86,68.0,42.5,27.909999999999997,31.38,46.5,26.44,26.229999999999997,26.44,26.33,29.07,26.61,25.81,27.459999999999997,27.049999999999997,45.0,35.2,27.909999999999997,26.5,250.9,74.69999999999999,39.0,27.2,8.88,23.379,23.308,23.365,23.467,23.351,23.352,23.42,23.345,23.41,23.315,23.447,23.491,23.418999999999997,23.357999999999997,23.363,23.427,23.427,23.341
grenoble_m3-197,8.5,11.54,13.34,6.369999999999999,6.79,9.69,8.129999999999999,8.81,9.4,22.21,7.619999999999999,7.029999999999999,11.29,8.34,7.9,6.779999999999999,6.48,6.34,9.13,6.4,27.91,19.029,9.761,59.745,8.24,11.53,17.584,21.205,14.133,8.246,29.12,8.561,7.607,0.0,7.927,8.24,8.56,6.959,8.24,8.246,10.488,20.931,18.425,9.2,9.2,13.176,21.01,17.834,20.025,20.11,13.55,8.245,5.82,7.606,14.81,50.428,17.11,6.966,20.01,8.47,15.11,7.286,13.55,10.661,20.81,6.326,17.11,8.35,10.67,5.74,20.71,9.29,18.31,6.68,14.71,15.41,7.1,11.02,8.53,20.01,11.99,9.04,6.9399999999999995,17.31,42.81,6.529999999999999,32.01,10.7,15.91,8.57,48.71,23.21,8.62,12.09,27.21,7.15,6.9399999999999995,7.15,7.04,9.78,7.32,6.52,8.17,7.76,25.71,15.91,8.62,7.21,231.61,55.41,19.71,7.91,6.012,8.559,4.018,4.075,4.177,4.061,4.062,4.13,4.055,4.12,4.0249999999999995,4.157,4.201,4.129,4.068,4.0729999999999995,4.137,4.137,4.051
grenoble_m3-198,17.19,20.23,22.03,15.06,15.48,18.380000000000003,16.82,17.5,18.09,30.9,16.310000000000002,15.72,19.98,17.03,16.59,15.47,15.170000000000002,15.03,17.82,15.09,36.6,16.9,9.52,7.28,15.438,7.601,9.401,9.974,12.533,9.707,9.841,10.027,6.975,7.927,0.0,9.84,9.84,8.879,8.561,6.325,9.84,6.645,25.200000000000003,8.245,12.023,8.559,6.326,8.559,8.239,28.8,7.6,7.279,14.510000000000002,16.34,23.5,8.881,13.541,14.85,28.7,17.16,23.8,14.95,22.24,14.58,29.5,15.58,25.8,17.04,19.36,14.43,29.4,17.98,27.0,15.37,23.4,24.1,15.79,19.71,17.22,28.7,20.68,17.73,15.63,26.0,51.5,15.22,40.7,19.39,24.6,17.26,57.400000000000006,31.9,17.310000000000002,20.78,35.900000000000006,15.84,15.63,15.84,15.73,18.47,16.01,15.21,16.86,16.450000000000003,34.400000000000006,24.6,17.310000000000002,15.9,240.3,64.1,28.4,16.6,6.959,8.559,12.708,12.765,12.867,12.751,12.752,12.82,12.745,12.81,12.715,12.847,12.891,12.819,12.758,12.763,12.827,12.827,12.741
grenoble_m3-199,11.65,14.69,16.490000000000002,9.52,9.94,12.84,11.28,11.96,12.55,25.36,10.77,10.18,14.44,11.49,11.05,9.93,9.63,9.49,12.28,9.55,31.06,11.36,9.46,7.601,59.942,17.696,8.881,6.646,10.392,7.6,8.561,10.159,9.521,8.24,9.84,0.0,8.241,6.961,8.559,11.253,10.479,6.967,9.981,8.881,24.103,51.043,24.159999999999997,8.246,8.245,8.753,7.606,8.88,8.969999999999999,16.94,17.96,14.84,20.26,12.128,23.159999999999997,11.62,18.26,9.41,16.7,9.04,23.96,10.04,20.26,11.5,13.82,8.89,23.86,12.44,21.46,9.83,17.86,18.56,10.25,14.17,11.68,23.159999999999997,15.14,12.19,10.09,20.46,45.96,9.68,35.16,13.85,19.06,11.72,51.86,26.36,11.77,15.24,30.36,10.3,10.09,10.3,10.19,12.93,10.47,9.67,11.32,10.91,28.86,19.06,11.77,10.36,234.76,58.559999999999995,22.86,11.06,8.88,44.522,7.168,7.225,7.327,7.210999999999999,7.212,7.279999999999999,7.205,7.27,7.175,7.307,7.351,7.279,7.218,7.223,7.287,7.287,7.201
grenoble_m3-200,26.69,29.73,31.53,24.56,24.98,27.880000000000003,26.32,27.0,27.59,40.400000000000006,25.81,25.22,29.48,26.53,26.09,24.97,24.67,24.53,27.32,24.59,8.242,9.201,8.567,7.921,7.287,58.791,9.84,8.879,7.28,9.84,8.56,11.547,18.745,8.56,9.84,8.241,0.0,9.52,7.279,8.562,10.159,7.279,10.666,10.159,43.815,22.228,39.2,24.327,14.132,11.62,27.902,9.2,10.479,25.84,7.279,9.208,35.3,24.35,38.2,26.66,33.3,41.777,31.74,8.88,39.0,7.606,35.3,26.54,28.86,23.93,38.900000000000006,27.48,36.5,24.87,32.9,33.6,25.29,29.21,26.72,38.2,30.18,27.23,25.130000000000003,35.5,61.0,24.72,50.2,28.89,34.1,26.76,66.9,41.400000000000006,26.81,30.28,45.400000000000006,25.34,25.130000000000003,25.34,25.23,27.97,25.51,24.71,26.36,25.950000000000003,43.900000000000006,34.1,26.81,25.4,249.8,73.6,37.900000000000006,26.1,9.519,8.24,22.208,22.265,22.367,22.251,22.252,22.32,22.245,22.31,22.215,22.347,22.391,22.319,22.258,22.263,22.327,22.327,22.241
grenoble_m3-201,7.44,10.48,12.28,5.31,5.73,8.629999999999999,7.069999999999999,7.75,8.34,21.15,6.56,5.97,10.23,7.28,6.84,5.72,5.42,5.279999999999999,8.07,5.34,26.85,25.519,17.371,6.33,7.6,6.326,64.796,9.521,8.561,9.199,7.28,6.645,7.605,6.959,8.879,6.961,9.52,0.0,7.28,8.88,11.893,8.24,32.39,9.521,6.013,20.985,6.961,8.561,9.52,8.561,7.921,5.65,4.76,12.581,44.268,9.84,10.159,7.286,18.95,20.587,14.05,5.199999999999999,12.489999999999998,17.422,19.75,9.2,16.05,7.29,9.61,4.68,11.621,8.23,17.25,51.456,13.65,14.35,6.04,19.907,7.47,18.95,10.93,7.98,5.88,16.25,41.75,5.47,30.95,9.64,14.85,7.51,47.65,22.15,7.56,11.03,26.15,6.09,5.88,6.09,5.98,8.719999999999999,6.26,5.46,7.109999999999999,6.7,24.65,14.85,7.56,6.15,230.55,54.349999999999994,18.65,6.85,8.559,17.631,2.9579999999999997,7.919,3.117,3.001,3.002,3.07,2.9949999999999997,3.0599999999999996,2.965,3.097,3.141,3.069,3.008,3.013,3.077,3.077,2.9909999999999997
grenoble_m3-202,15.989999999999998,19.03,20.83,13.86,14.28,17.18,15.62,16.3,16.89,29.700000000000003,15.11,14.52,18.78,15.83,15.39,14.27,13.97,13.83,16.619999999999997,13.89,8.88,15.615,13.8,13.693,6.646,29.422,7.279,7.919,6.326,8.246,6.325,6.012,7.6,8.24,8.561,8.559,7.279,7.28,0.0,8.24,8.25,7.6,6.96,7.92,50.768,16.291,28.5,35.9,33.7,46.124,37.811,7.281,13.31,21.26,22.299999999999997,15.003,9.2,22.747,7.925,6.967,22.6,20.448,21.04,8.559,28.299999999999997,10.667,24.6,15.84,18.16,13.23,28.200000000000003,16.78,25.799999999999997,7.926,22.2,9.52,14.59,18.51,16.02,27.5,19.48,16.53,14.43,24.799999999999997,50.3,14.02,39.5,18.19,23.4,16.06,56.2,30.700000000000003,16.11,19.58,34.7,14.64,14.43,14.64,14.53,17.27,14.81,14.01,15.66,15.25,33.2,23.4,16.11,14.7,239.1,62.9,27.200000000000003,15.4,6.645,8.561,11.508,11.565,11.667,11.551,11.552,11.62,11.545,11.61,11.515,11.647,11.691,11.619,11.558,11.563,11.627,11.627,11.541
grenoble_m3-203,8.26,11.3,13.1,6.13,6.550000000000001,9.45,7.89,8.57,9.16,21.97,7.38,6.79,11.05,8.100000000000001,7.66,6.54,6.24,6.1,8.89,6.16,27.67,7.97,6.07,7.6,36.27,13.11,10.48,7.281,10.159,8.24,9.335,7.73,26.946,8.246,6.325,11.253,8.562,8.88,8.24,0.0,9.841,8.56,8.88,8.241,11.573,11.301,9.841,9.201,34.17,10.373,53.707,9.521,5.58,7.41,14.026,11.307,16.87,23.137,19.77,8.23,14.87,19.663,13.31,5.65,20.57,24.877,16.87,15.455,10.43,5.5,20.47,9.05,18.07,6.4399999999999995,14.47,15.170000000000002,6.86,10.78,8.29,19.77,11.75,8.8,6.7,17.07,42.57,6.29,31.77,10.46,15.670000000000002,8.33,48.47,22.97,8.379999999999999,11.85,26.97,6.91,6.7,6.91,6.800000000000001,9.54,7.08,6.28,7.93,7.52,25.47,15.670000000000002,8.379999999999999,6.970000000000001,231.37,55.169999999999995,19.47,7.67,8.239,7.606,3.778,6.645,3.937,3.821,3.822,3.89,3.815,3.88,3.785,3.917,3.961,3.889,3.828,3.833,3.897,3.897,3.811
grenoble_m3-204,16.99,20.03,21.83,14.86,15.28,18.18,16.619999999999997,17.3,17.89,30.700000000000003,16.11,15.52,19.78,16.83,16.39,15.27,14.97,14.83,17.619999999999997,14.89,36.4,16.7,14.8,16.213,45.0,19.029,9.519,42.0,8.241,8.88,7.6,51.11,8.56,10.488,9.84,10.479,10.159,11.893,8.25,9.841,0.0,6.013,39.715,9.84,24.507,16.234,10.278,9.201,6.961,20.699,7.921,8.241,8.881,37.44,10.939,9.199,8.176,8.88,27.747,8.88,6.959,6.96,12.845,7.92,8.88,8.56,8.239,11.626,19.16,14.23,29.200000000000003,27.531,26.149,8.88,23.2,7.28,15.59,24.185,17.02,32.617,20.48,24.187,27.122,25.799999999999997,51.3,15.02,40.5,19.19,54.518,17.06,57.2,31.700000000000003,17.11,20.58,35.7,15.64,15.43,15.64,15.53,18.27,15.81,15.01,16.66,16.25,34.2,24.4,17.11,15.7,240.1,63.9,28.200000000000003,16.4,8.88,7.92,12.301,8.559,37.456,20.303,7.605,7.92,8.559,12.61,7.286,12.647,64.779,12.619,12.558,12.563,12.627,12.627,12.541
grenoble_m3-205,10.53,13.57,15.37,8.399999999999999,8.82,11.72,10.16,10.84,11.43,24.24,9.65,9.06,13.32,10.37,9.93,8.809999999999999,8.51,8.37,11.16,8.43,29.94,10.239999999999998,8.34,6.959,38.54,15.38,8.24,7.28,7.279,14.873,67.969,13.305,6.011,20.931,6.645,6.967,7.279,8.24,7.6,8.56,6.013,0.0,9.398,10.161,7.601,10.987,45.128,6.974,21.065,14.536,8.649,6.96,7.85,9.68,9.014,7.6,19.14,7.293,22.04,10.5,17.14,7.286,15.579999999999998,7.92,22.84,20.169,19.14,10.38,12.7,57.767,22.74,9.848,20.34,7.919,16.74,17.44,9.13,13.05,10.56,19.231,14.02,11.07,6.965,19.34,44.84,8.559999999999999,34.04,12.73,17.94,10.6,50.74,25.24,10.65,14.12,29.24,9.18,8.969999999999999,9.18,9.07,11.81,9.35,8.55,10.2,9.79,27.74,17.94,10.65,9.24,233.64,57.44,21.74,9.94,9.199,8.559,10.66,6.325,14.535,13.221,6.092,6.16,6.085,6.1499999999999995,6.055,6.186999999999999,6.231,6.159,6.098,6.103,6.167,6.167,6.0809999999999995
grenoble_m3-207,17.79,20.83,22.630000000000003,15.66,16.080000000000002,18.98,17.42,18.1,18.69,31.5,16.91,16.32,20.58,17.630000000000003,17.19,16.07,15.77,15.63,18.42,15.69,37.2,17.5,15.6,16.68,45.8,22.64,18.76,42.8,32.0,28.3,7.605,7.926,11.475,18.425,25.200000000000003,9.981,10.666,32.39,6.96,8.88,39.715,9.398,0.0,7.6,8.881,15.008,40.062,31.661,6.975,11.573,9.529,7.921,9.201,32.564,20.943,8.56,26.4,8.239,29.299999999999997,24.596,24.4,15.55,22.84,15.18,30.1,48.307,26.4,17.64,19.96,15.03,30.0,18.58,27.6,15.97,24.0,24.700000000000003,16.39,20.31,17.82,29.299999999999997,21.28,18.33,16.23,26.6,52.1,15.82,41.3,19.99,25.200000000000003,17.86,58.0,32.5,17.91,21.380000000000003,36.5,16.44,16.23,16.44,16.330000000000002,19.07,16.61,15.81,17.46,17.05,35.0,25.200000000000003,17.91,16.5,240.9,64.7,29.0,17.2,10.161,6.959,15.257,13.365,13.467,13.351,13.352,13.42,13.345,13.41,13.315,13.447,13.491,13.419,13.358,13.363,13.427,13.427,13.341
grenoble_m3-208,13.05,16.09,17.89,10.92,11.34,14.24,12.68,13.36,13.95,26.76,12.17,11.58,15.84,12.89,12.45,11.33,11.03,10.89,13.68,10.95,32.46,12.76,10.86,11.94,41.06,17.9,14.02,38.06,65.053,8.559,8.239,7.28,8.245,9.2,8.245,8.881,10.159,9.521,7.92,8.241,9.84,10.161,7.6,0.0,13.173,7.286,12.532,9.2,24.779,28.848,41.37,9.951,35.379,16.554,14.691,25.053,7.281,11.621,10.479,8.56,64.726,7.92,18.1,6.959,25.36,14.326,31.128,12.9,15.22,6.645,10.352,62.353,22.86,9.386,19.26,19.96,11.65,52.386,13.08,24.56,16.54,13.59,8.239,21.86,47.36,11.08,36.56,15.25,20.46,13.12,53.260000000000005,27.76,13.17,16.64,31.76,11.7,11.49,11.7,11.59,14.33,11.87,11.07,12.72,12.31,30.26,20.46,13.17,11.76,236.16,59.959999999999994,24.26,12.46,8.56,8.56,13.493,16.788,8.56,8.611,8.612,8.68,8.605,8.67,8.575,8.707,8.751,8.679,8.618,8.623,8.687,8.687,8.601
grenoble_m3-209,14.57,17.61,19.41,12.44,12.86,15.76,14.2,14.88,15.47,28.28,13.69,13.1,17.36,14.41,13.97,12.85,12.55,12.41,15.2,12.47,33.980000000000004,14.28,12.38,13.46,42.58,19.42,15.54,39.58,28.78,25.08,38.98,11.87,32.58,9.2,12.023,24.103,43.815,6.013,50.768,11.573,24.507,7.601,8.881,13.173,0.0,8.531,6.326,12.385,10.161,19.573,14.96,10.935,7.922,9.234,20.943,6.013,9.2,12.23,26.08,14.54,21.18,12.33,19.619999999999997,11.96,26.88,12.96,23.18,55.505,16.74,11.81,26.78,15.36,24.38,12.75,20.78,21.48,13.17,17.09,14.6,26.08,18.06,15.11,13.01,23.38,48.88,12.6,38.08,16.77,21.98,14.64,54.78,29.28,14.69,18.16,33.28,13.22,13.01,13.22,13.11,15.85,13.39,12.59,14.239999999999998,13.83,31.78,21.98,14.69,13.28,237.68,61.48,25.78,13.98,7.28,9.199,10.088,8.24,8.56,10.131,10.132,10.2,10.125,10.19,10.095,10.227,10.271,10.199,10.138,10.143,10.207,10.207,10.121
grenoble_m3-210,8.18,11.22,13.02,6.05,6.470000000000001,9.37,7.81,8.49,9.08,21.89,7.3,6.71,10.97,8.02,7.58,6.46,6.16,6.02,8.809999999999999,6.08,27.59,7.89,5.99,7.07,36.19,13.03,9.15,8.239,22.39,18.69,32.59,10.981,7.6,13.176,8.559,51.043,22.228,20.985,16.291,11.301,16.234,10.987,15.008,7.286,8.531,0.0,8.56,8.826,8.295,29.299,8.248,8.24,6.966,10.293,7.6,7.926,16.79,10.081,15.84,8.56,11.891,7.605,13.23,9.199,8.239,9.84,7.916,8.030000000000001,10.35,14.88,10.16,8.56,8.559,7.919,7.28,6.96,6.78,17.507,63.124,6.959,11.670000000000002,7.925,15.507,16.99,42.49,9.839,31.69,10.38,15.59,8.25,48.39,22.89,8.3,11.77,26.89,6.83,6.62,6.83,6.720000000000001,9.46,7.0,6.2,7.85,7.44,25.39,15.59,8.3,6.890000000000001,231.29,55.09,19.39,7.59,8.559,8.879,9.84,9.76,3.857,3.741,3.742,3.81,3.735,3.8,3.705,3.837,3.881,3.809,3.748,3.753,3.817,3.817,3.731
grenoble_m3-211,22.29,25.33,27.13,20.159999999999997,20.58,23.479999999999997,21.92,22.6,23.19,36.0,21.409999999999997,20.82,25.08,22.13,21.69,20.57,20.27,20.13,22.92,20.19,41.7,22.0,20.1,21.18,50.3,27.14,23.26,47.3,36.5,32.8,46.7,19.59,40.3,21.01,6.326,24.159999999999997,39.2,6.961,28.5,9.841,10.278,45.128,40.062,12.532,6.326,8.56,0.0,9.2,8.598,6.152,7.28,6.966,10.16,8.241,9.52,7.28,7.563,10.159,33.8,33.314,17.561,6.966,27.339999999999996,60.188,34.599999999999994,34.236,30.9,22.14,24.459999999999997,11.534,34.5,23.08,32.099999999999994,20.47,28.5,29.2,20.89,24.81,22.32,33.8,25.78,22.83,20.729999999999997,31.1,56.6,20.32,45.8,24.49,29.7,22.36,62.5,37.0,22.409999999999997,25.88,41.0,20.94,20.729999999999997,20.94,20.83,23.57,21.11,20.31,21.959999999999997,21.549999999999997,39.5,29.7,22.409999999999997,21.0,245.4,69.19999999999999,33.5,21.7,9.839,7.6,7.599,17.865,17.967,17.851,17.852,17.919999999999998,17.845,17.91,17.814999999999998,17.947,17.991,17.918999999999997,17.857999999999997,17.863,17.927,17.927,17.840999999999998
grenoble_m3-212,29.69,32.730000000000004,34.53,27.56,27.98,30.880000000000003,29.32,30.0,30.59,43.400000000000006,28.81,28.22,32.480000000000004,29.53,29.09,27.97,27.67,27.53,30.32,27.59,49.1,29.4,27.5,28.58,57.7,34.54,30.66,16.114,11.621,24.938,26.284,26.99,7.925,17.834,8.559,8.246,24.327,8.561,35.9,9.201,9.201,6.974,31.661,9.2,12.385,8.826,9.2,0.0,7.605,6.966,7.926,9.841,9.841,6.96,8.561,8.561,8.561,25.731,9.2,10.159,8.81,6.325,7.279,6.96,7.6,7.6,10.932,6.326,31.86,8.758,32.589,30.48,39.5,9.84,35.9,13.916,13.727,32.21,20.792,46.336,52.56,30.23,12.455,38.5,64.0,27.72,53.2,31.89,6.326,29.76,69.9,44.400000000000006,29.81,33.28,20.869,28.34,28.130000000000003,28.34,28.23,30.97,28.51,27.71,29.36,28.950000000000003,46.900000000000006,37.1,29.81,28.4,252.8,76.6,40.900000000000006,29.1,8.879,9.84,9.2,34.284,8.559,30.965,25.252,25.32,25.245,25.31,25.215,25.347,25.391,25.319,25.258,25.263,25.327,25.327,25.241
grenoble_m3-214,27.49,30.53,32.33,25.36,25.78,28.68,27.12,27.8,28.39,41.2,26.61,26.020000000000003,30.28,27.33,26.89,25.770000000000003,25.47,25.33,28.12,25.39,46.900000000000006,27.200000000000003,25.3,26.380000000000003,55.5,32.34,28.46,52.5,41.7,38.0,51.900000000000006,8.88,8.56,20.025,8.239,8.245,14.132,9.52,33.7,34.17,6.961,21.065,6.975,24.779,10.161,8.295,8.598,7.605,0.0,8.241,8.24,8.88,8.241,6.645,9.708,12.533,6.96,8.559,8.952,16.553,10.763,8.56,32.54,24.880000000000003,39.8,9.84,36.1,12.223,29.66,7.279,13.222,58.32,6.646,8.753,9.019,30.289,26.090000000000003,11.3,27.520000000000003,23.258,30.980000000000004,18.272,9.84,36.3,61.8,19.664,51.0,29.69,34.900000000000006,27.56,11.814,42.2,27.61,31.08,46.2,26.14,25.93,26.14,26.03,28.770000000000003,26.31,25.51,27.16,26.75,44.7,34.900000000000006,27.61,26.200000000000003,250.6,74.4,38.7,26.9,8.88,13.221,23.008000000000003,8.88,23.167,23.051,23.052000000000003,23.12,23.045,23.110000000000003,23.015,23.147,23.191000000000003,23.119,23.058,23.063,23.127,23.127,23.041
grenoble_m3-215,21.39,24.43,26.23,19.26,19.68,22.58,21.02,21.7,22.29,35.1,20.51,19.92,24.18,21.23,20.79,19.67,19.37,19.23,22.02,19.29,40.8,21.1,19.2,20.28,49.4,26.24,22.36,46.4,35.6,31.9,45.8,18.69,39.4,20.11,28.8,8.753,11.62,8.561,46.124,10.373,20.699,14.536,11.573,28.848,19.573,29.299,6.152,6.966,8.241,0.0,7.601,9.521,8.88,9.2,17.722,7.489,6.012,6.326,7.599,20.02,8.24,7.286,26.44,21.467,68.239,15.961,18.069,21.24,23.56,18.63,33.6,22.18,31.2,19.57,27.6,31.457,19.99,23.91,21.42,32.9,24.880000000000003,21.93,19.83,30.2,55.7,19.42,44.9,23.59,28.8,21.46,61.6,36.1,21.51,24.98,40.1,20.04,19.83,20.04,19.93,22.67,20.21,19.41,21.06,20.65,38.6,28.8,21.51,20.1,244.5,68.3,32.6,20.8,9.199,6.96,16.908,16.965,17.067,16.951,16.952,17.02,16.945,17.01,16.915,17.047,17.091,17.019,16.958,16.963,17.027,17.027,16.941
grenoble_m3-216,14.829999999999998,17.869999999999997,19.67,12.7,13.12,16.02,14.46,15.14,15.73,28.54,13.95,13.36,17.619999999999997,14.67,14.23,13.11,12.81,12.67,15.46,12.73,34.24,14.54,12.64,13.72,42.84,19.68,15.8,39.84,29.04,25.34,39.24,12.13,32.839999999999996,13.55,7.6,7.606,27.902,7.921,37.811,53.707,7.921,8.649,9.529,41.37,14.96,8.248,7.28,7.926,8.24,7.601,0.0,8.561,15.866,7.926,7.92,10.167,26.562,8.239,9.2,19.651,7.599,7.925,34.032,12.22,7.964,8.879,23.44,10.666,7.609,7.926,27.04,6.966,24.64,23.611,9.653,21.74,19.849,7.92,14.86,8.88,18.32,8.561,25.416,51.351,49.14,11.621,38.34,17.03,22.24,14.9,9.521,29.54,14.95,18.42,33.54,13.48,13.27,13.48,13.37,16.11,13.65,12.85,14.5,14.09,32.04,22.24,14.95,13.54,237.94,61.739999999999995,26.04,14.239999999999998,9.199,10.419,7.919,14.51,10.66,10.391,10.392,10.46,10.385,10.45,10.355,10.487,10.531,10.459,10.398,10.403,10.467,10.467,10.381
grenoble_m3-218,7.99,11.03,12.83,5.859999999999999,6.28,9.18,7.619999999999999,8.3,8.89,21.700000000000003,7.109999999999999,6.52,10.78,7.83,7.390000000000001,6.27,5.970000000000001,5.83,8.62,5.890000000000001,27.4,7.699999999999999,5.800000000000001,6.88,36.0,12.84,8.96,33.0,22.200000000000003,18.5,32.4,8.246,39.433,8.245,7.279,8.88,9.2,5.65,7.281,9.521,8.241,6.96,7.921,9.951,10.935,8.24,6.966,9.841,8.88,9.521,8.561,0.0,7.602,8.242,7.921,7.61,8.559,7.28,24.404,7.867,6.325,8.249,24.304,65.12,7.286,6.326,8.879,8.152,39.469,22.677,9.199,7.921,7.28,6.012,30.724,21.604,24.348,6.966,9.84,10.293,11.48,8.53,6.43,13.532,42.3,6.02,31.5,10.19,7.927,8.06,18.383,22.700000000000003,8.11,11.58,26.700000000000003,6.640000000000001,6.43,6.640000000000001,6.53,9.27,6.8100000000000005,6.01,7.926,7.25,25.200000000000003,15.4,8.11,6.7,231.1,54.9,19.200000000000003,7.4,6.96,6.646,6.966,8.239,3.667,3.551,3.552,3.62,3.545,3.61,3.515,3.647,3.691,3.619,3.5580000000000003,3.563,3.627,3.627,3.541
